"linenumber","sentiment","tweet_text"
519,0,"Malama iya my shi was my nursery teacher"
520,-3,"Allah yayi maka jagora wajen duk wani abu dazai kawo mana cigaban kasarmu"
521,-1,"Sunan sa shekakke"
522,2,"Tsabar rashin Imani da bakin zuciya ne ... Tun da aljanun basu taba tashi ta yanki tsohuwar ta da Adda b"
524,0,"Balbela take da farinta"
526,6,"Inaso mu duba mahallun sha'in dalilin da yasa ta kashe yaran nata wanda shene saboda mahaifinsu zai mata"
528,2,"Babu ko aya"
529,-1,"Zallar hauka ne"
530,0,"Babbar malamata ta firamare...malama kulu mai hijabi tananan kuma alhamdu lillah haryanzu ina tareda it"
531,1,"Malam Aminu dauda"
532,-1,"Ba shafar Aljanu ba ko shafan sheanune insha Allah itama sai ankasheta da izinin Allah"
533,-2,"Wato abin da daurin kai, ta dauki cikinsu wata tara, tarenesu, sai kuma ta kashesu. Allah yasawake mu da mummunar kardara."
536,8,"In har aljanun gaskiya ne in anzo rata ye ta sai su sace ta mu gani in har suna kishin ta ne"
537,0,"To sai dai in mastalar kwakwalwa kam"
538,-1,"Maganan banza CE kawai."
539,3,"Da alama akwai Almatsalar Tsafi"
541,0,"Daga uwa da Ina sai malamin makaranta,congrat malamai,"
542,-1,"Allah sarki jama'ar garin hadejia ta jahar Jigawa Allah y mayar muku d alkhairi y Kuma kiyaye afkuwar Hak"
544,0,"Ya Allah ka karemu da mummunar qaddara"
546,-7,"Masha Allah, Allah yasa malamai suci moriyar Karin albashin da aka musu ameen, kuma Allah ya baiwa hukumo D"
547,2,"Malamata ta statistics da tamin albishir Na carryover dana samu a course nata muna dawowa daga hutu (madam Christin)"
551,3,"Sheikh shine malami daya dauke ni kwas a jami'ar a lakca kacal na koya na k 2"
554,0,"Malan YABANO ya karantar da ni primary science a central primary school Ngurore, Yola South local govern"
555,-1,"Malam Abu amar alkatsinawi alzariyawi"
557,-4,"Allah ya kare mu, Allah ya basu hakuri da biya musu da alhairi."
559,1,"muna Rukon allah yakawo muso agaji dan darajar annabi"
561,0,"Ba dan kin yi yawa ba da sai 'ya'yan sarki"
562,-4,"Allah Yaji Kansu Ya Gafarta musu Ameen ."
563,1,"Allah ya mayar mana da alheri ya kare sake afkuwar hakan nan gaba"
564,3,"Akwai Wani Boyayyen Siri Awannan Al'amari Gaskiya A Fadada Bincike Domin Gano Gaskyar Lamari. Domin Ni Ba dD"
567,1,"Dan makaryaciya semungani zamu tabbatar. A Nigeria Indai kaga an aiwatar da Abu to sharri ne amma Indai a"
568,4,"Malama Halima Soron Dinki a Usmaniyya Primary School K/mata (sashin yamma) daga zuwa . A lokacin"
570,0,"Malama Hauwa nalison Private school Maiduguri....Ta rasu Allah ya jikan ta da rahama"
572,3,"Malamina na karatun muhammadiyya (karatun arabi/allo) malam Sani Danja... Allah Ya gafarta masa da rahamarsa amin."
575,-1,"Ya kara ko zai Kara?"
576,-1,"Mr bako babandodo primary school makera kakuri Kaduna nigeria"
579,1,"Wow pls yakamata a fara ko za a daina"
580,0,"Duk wanda yayi fada da damisa rago ne yaje ya sami kule"
581,-2,"Malaman makarantar wadanne daga ciki? Ya kamata a dunga faiyace labari."
583,-1,"Malam Uzman Habubacar Malam Isa Bawa Malam Hassan Jafar Malam Aliyu Jibir Malam Musa kindam Malam Jauro"
584,0,"Balbela take da farinta"
585,-2,"Allah ya kawo sauqi toh"
587,-1,"Amma bbc kunyi mantuwa baku banbance malaman makarantar ba...Akwai manya akwai kanana... Malaman primary 20"
588,0,"Allah yasa zaku iya hqkan"
590,3,"To mata kundaiji"
591,1,"Mallam thomas &amp; mallam shehu jahun pri sch '93 candi"
592,-1,"Kudubi jikin sa"
593,0,"Atabbatar da hukuncin Allah a kanta, muddin an kammala bincike a kanta."
595,-2,"Malamin Makarantan Allo na wato Malam Hasan Babarbare Unguwan Dosa kawo Kaduna Najeriya."
598,0,"Da yawa"
599,-2,"A baya kenan wallahi, Amma yanzu saidai kallo, Dan ba wata rawa da zasu iya takawa a nihiyar turai."
602,0,"Samun kudi a kyauta wlh kashiga nan kayi signed"
604,-1,"Yana cikin masu cewa Coronavirus karya ce"
607,-1,"Man utd tasayo yan wasa kawai ta kuma liver pool zuwan balce acisu"
611,0,"Belbela da faranta"
612,0,"Balbela take da farinta"
613,1,"Malamina na islamiyya bai suna Alramma Issa A Garin badaguichiri jahar Tahoua Niger"
615,3,"Allah ta ala yasan gaskiyar al amarin Allah ta ala ya kiyaye faruwan inrin hakan anan gaba"
618,0,"Allah ta ala yasa da gaske ne"
619,0,"Allah ya kiyaye garurunmu baki daya su kuma Allah yajiqan musulmai"
620,-1,"Mallam Namurankkan A Sakandari, tsabar con Zali da Bualiyar sa yake kwana"
622,0,"Allah ya sawake Allah yakaremu da jin wannan bala'i"
625,1,"indai amsa kakeso anbaka don duk wanda zaikara yi wata magana saidai maimaichi"
627,4,"Gaskiya bazan manta da malama Aisha English teacher jss3 danturaiba, sai kuma Malam mannir mai kan gwan U"
628,-3,"Suleiman Balarabe kura of Usman Dan fodio university Sokoto, department of political science."
630,0,"Mun jinjina wa shugaban kasa. Kuma Allah ya biya bukatarsa. Aminnnnnnn,,"
631,-1,"Accounting teacher malam dodo"
632,0,"Balbela take da farinta"
633,6,"Aauki mataki sosai akan governors don wasu haryanzu basu biya minimum wage ba tukun daga nan kafita ko bbu sabulu Baba"
634,6,"Gaskiya abunyayi kyau allah tabbatar masha allah"
636,0,"Allah ya kyauta"
637,3,"Allah shigemana gaba aduk lamuran rayuwar muna yau da kullum"
638,10,"Gaskiya wannan lamarin a duba wllh ko mahaukaciya bats so a taba mata yaya ballanta na ma ta kashe, amma"
639,1,"Allah saka da alkhairi dattijon kirki gradually u fulfils ur promises"
641,0,"Ya za ayi suyar da"
642,-1,"Bazan manta da malam sabo bawa Mani ba,dakuma lecture na malam rabiu adamu"
643,0,"Allah yyi masu Rahama"
644,0,"Alalh yaji qansu da rahama"
646,6,"Sai kuma ya tabbatar ya daidaita da ASUU. In ba haka ba, harkar ilimin Najeriya na gab da tarwatsewa."
647,2,"... Mata suke bleaching"
649,4,"Allah ya kiyaye kaba.Da fata Alheri Bbc Hausa."
651,0,"Allah ya kyauta"
653,2,"Allah ya tabbatar"
656,0,"Allah yasa da gaskene"
659,-2,"Me yasa aljanun basu boye ta ba?"
660,0,"Allah ya kyauta"
661,2,"Inda ranka kasha kallo"
662,-1,"Mallam Tare Dass, Malami na ne a primary , LEA Primary School, Andaha South, Akwanga Local Government, Nasarawa State."
663,-2,"Ya mutu wallahi"
665,1,"Malamina na sakandare wato malam auwal s noma (chemistry)"
666,3,": Ya duba jikinsa"
669,0,"Allah ya jikansu da rahama"
670,0,"Ma haifiyata da ma hainaa Sune man yan malamaina Aduniya"
671,0,"Malamai uku Wanda bazan taba mantawa dasu ba, Mrs. Muhammad . Mrs Tonyi yedong . Malam 02"
672,-4,"Allah ya gafarta musu"
673,6,"Masha Allah yayi daidai"
675,1,"Oga za'a samu irin wannan hulan ta Baba?"
678,0,"Godiya mukeyi Allah yakareka shugaba"
679,0,"Mallam Muhammad Buhari, musamman dana karanta littafin sa da ya rubuta me taken jiki MAGAYI."
680,6,"Aduba Lafiya Government College Nguru Yobe State."
683,4,"Allah yasa lamarin zai tabbata,saboda munsaba da jin irin wannan amma bamu gani a zahiri ba."
684,-7,"Karya ne polisawa ma tunda akace an Kara musu har yau basuji Kari ba"
685,4,"Rashi yana da zafi .May Allah comfort him and their loved ones Allah yasa masu ceto ne ya amshi shahadarsu."
686,3,"Ai ni ban mantawa da dukkan malamai domin ko dan taya ne sun bani ilimi kuma na karu da ko wanne a cikinsu"
687,-1,": ahi bakara muso albashi ba biyan so cikin lakaci lalle karin albashi da malamai makaranta yanada kyau sabida"
689,0,"Akwai malamina m. Badayi abdullahi dawakin kudu gaskiya yayi abun ayabamasa yana cire kudi a aljihunsa yayiwa dalibai shidima."
690,-1,"Nima dai bansani ba"
692,5,"Allah yajikan so da Raham allah Yayafe muso amin somma amin"
693,1,"Suna da yawa"
695,-1,"Allah ya jikan wanda suka mutu"
696,-1,"ALLAH ya musanya da Alkhari"
697,3,"Allah Ya kiyaye gaba"
698,1,"Wato Allah S. W. T ya ganar dakai hakan, data wanna furuci bala yakamata ace kazama musulmi sbd kayi tuna c"
699,0,"Allah shikiyaye Allah kabasu mafita Allah yamayrmusu da alkairi"
703,5,"Allah ya karawa baba buhari lafiya"
704,0,"Balbela take da fari."
706,1,"Maji ma gani Ba,a yabon Dan kuturu sai yashekara goma da yasu"
708,1,"Kayi kokari Amma fa baka Burge mu ba"
710,0,"ya ara wa malaman makaranta albashi : Allah yasa a aiwatar da hakan bafada a baki b"
711,-4,"Professor M A BUNZA"
712,11,"Gaskiya shugaban NASA ya kamata ace marasa lafiya Kaje asibiti kA tallafawa wa akan karawa malaman makara"
714,-1,"Malamin da bazan taba mantawa dashi ba shi ne head master malam ibrahim lawan yalwan danziyal rimin gado local government"
717,0,"Malamai na godiya"
718,1,"Nanesa kasha Wanda nakusa dashi basuchin amfaninshi"
720,0,"Yayi kyau, adaiyi kokarin aiwatar da hakan."
721,-1,"ahi bakara muso albashi ba biyan so cikin lakaci lalle karin albashi da malamai makaranta yanada kyau sab"
724,2,"very commendable but if it will be implemented ....Mu gani a kasa ,kar ayi irin na yansanda"
725,10,"Wannan yayi daidai, saboda zaikara masu kuzari, kuma zaa farfado da malanta, domin hanyar ta mutu, ba mai"
726,-1,"Allah sa hakane"
730,-3,"Liverpool injury ne ya jawo musu hakan... Su kuma Manchester United basu da kyau ne."
731,0,"Barbela take da fari"
732,-2,"Daman shariar musulunci itace mafita ga 'yan Nigeria."
733,3,"Khasim shehu kumbura,Bala shuaibu,yahaya Aliyu,malam Ali bala,Abdussalam saidu wadannan Har abada bazan Manta dasuba"
735,-2,"Malamata ta farko a duniya itace mahaifiyata kullum tana Raina Allah ya jaddada Rahama agareta.. saikuma"
737,3,"Ya sha kaye"
739,-3,"Ai kasa irin Nijeriya tunfar ai shari'ar musulunci ne yakamace ta, ba * constution ba."
742,0,"Balbela ke da farinta."
744,5,"Allah ya Kara mana za man lafiya Amen"
746,-1,"Malam isa waziri"
747,1,"Allah yayi yawa da su, sai dai mu CI gaba da yi musu fatan alheri"
749,-1,"kasarmu ta gado.kullum zakaga Abin mamaki daban haushi daban dariya"
750,0,"Malamaina baxantaba mantawa dasuba sune mahaifana sune sukabani tarbiya da ilimin susuka ladaptardani su"
751,4,"Wanna yayi kyau sosai kuma muna goyan bayan hakan"
752,1,"Mr Gwani, Rimi college kaduna."
755,0,"Masha Allah Allah ya sakawa malamin mathes din,mu da alkairi"
756,-1,"Basuwuce ba malaman"
758,2,"Malam Muhammad Garba Fagge,(Gundarin hausa)"
759,5,"A SS1 kullum inajin friends dina suna cewa malamar Biology dinnan Harija ce saboda bata gajiya da koyar"
760,-1,"Ko dai Dan yaga mafi yawansu musulmai ne???"
761,2,"Yanada kyau saboda halin ko ta kwana"
765,-1,"Malamar turanci itace ta burgeni"
767,0,"To Ubangiji Allah ya kyauta irin wannan lalacewar zamani damuka tsinchi kanmu aciki...bugu da kari kuma i"
768,4,"My primary Aunti. AUNTI YAGANA NAMANTA METADAUKENI AMMA BAN MANTA IRIN SOYAYYA DATAMIN BAH MISSED YOU ALL THE TYM"
769,1,"Malam tukur makera Allah yaqara arziki da nisan kwana"
770,-2,"Malama Tuni Abdullahi Lado Anka, itace malamar da ke burgeni da bazan taba mantawa da ita ba a duniya."
771,3,": Ya duba jikinsa"
773,0,"Tau ubangiji Allah yakare mu baki daya."
774,-2,"hakika Yau ce ranar malamai ta DUNIYA Amman sai dai kashe waso malamai wannan lokaci sona cikin bakinciki"
775,14,"Malama Asabe itace tafara koyamani karatun hausa a frimary Amman Kuma wallahi muguwace sai dai tasan aiki sosai"
776,4,"Allah ya kara maku Nasara"
778,1,"Malama umaymah Abdulhadi Malama sikhrah jibwis Allah ya albarkaci iyalenku daku bani daya Malam Muhamm"
779,0,"Allah shi kyauta"
781,-3,"Haka zalika baza mu mika wuya wajen kin fadama Allah abinda kai mana na zalinci ba - Daliban Nigeriya"
782,0,"Malam Babangida General Service. Malamin darasi na Hausa Language, Allah ya jikan shi da rahama."
784,1,"Mal. Abdussalam A. Ashahidu. Shine wanda ya asalin daurani kan karatun Islamiya a garin Akwaibom"
785,4,"My Biology teacher, Haruna Magaji, mugu neh amman gaskiya yasan aikin sa, koh littafi baya dubawa idan yana kowayar da Biology"
788,0,"Malamin Government dina lokacin da nake SS3."
790,5,"Haka ya kamata wlh. Allah ya shiga lamarin"
791,-15,"Misali: wadanda suka Sha wahala akan Buhari su suke shan wahala yanzu."
793,6,"Yana nufin bamu da ishasshen lantarki a Najeriya amma muna baiwa Niger lantarki awa24."
794,0,"Allah kyauta"
795,1,"Allah ya sauwaqa...Allah ya kawo sauki"
798,-7,"To lalle kam tana iya yiwa . Amma taya xa'ace mace ta kashe ya'yanta alhali lafiyan ta kalau ,al'amarin yana da ban tsoro"
799,-1,"Itama sai a kashe ta da ita da aljanun nata"
803,-1,"Idon kaga haka toh shugaban ne yayi abinda Yasa yan kasa suke tura Masa zagi a wayan sa koh Yana kuntata"
804,-1,"Allh ka tsaremu da wannan kaddarah ka kuma karemu daga sharrin mutum/aljan"
805,4,"To wai me zai duba a jikinsa din?"
808,3,"Ya duba jikinsa"
811,1,"to Allah ya jiqanta da rahma, mukuma Allah ya kyautata namu qarshen"
812,-1,": A dubi jikin sa"
813,4,"Zan sha mamaki mana"
815,7,"Sharia kuma ta yarda da wannan hujjan? Ka da fa a sa sin rai a kawo barna cikin kasa! So mutun sai iya ta 9"
817,-3,"Kuna nufin Yana rage musu Dadi kenan ko ruwa???"
818,0,"Hahahahahahah Allah ya kyauta"
820,10,"Shariar musulunci ai tana aiki ne kawai kaan wamda yay imani da addinin"
822,-1,"Su ba aure sukayi ba kenan"
825,0,"Kowa yayi fada da damisa, TO KUWAN ZEGA KANSA A BARZAHU"
828,5,"Ansamu ci gaba ke nan tin jakai na sama sun fara neman na kasan su ko kunyar posting ba ku jiba an maidaku jakai"
829,4,"Ko mesuka gani achiki"
830,-2,"Tau adibi jikinshi domin sae yasha yaga"
831,-2,"Ya san zai mutu"
835,-1,"A dubi jikin sa"
837,5,"Ya san zaiyi nasara"
840,3,"Garin dadi na nesa"
841,-5,"Allah ya kara musu karfin gwiwa da kwazo"
842,6,"Ta nan ta bullo kuma?. Kawai a hukunta ta!!! Sannan ina mata fata Allah ya shiryeta"
843,3,"Wallhy bawai kin fasalin kasa bane mafita. Gyara arewa kawowa arewa mafita da zata iya dogoro da kai don"
845,3,"Ya duba jikinsa"
846,2,"Ba karamin jarumi bane"
847,1,"Very good gaskia. Amma hakan da kamar wuya wallahi"
848,11,"Da kyau baba aci gaba da gyara. amma de muna jima tsoron garin gyara a kare wuya !!!."
849,0,"shi gari ba na saba ba"
850,-2,"Wasa"
851,-6,"Yan arewa inda kuka hau kan mulki ya kamata kuyi wani yunkuri na sama wa arewa mafita don wannan shiririt"
852,2,"Simple. Maci Amana. Ko Butulu"
854,3,"Ya duba jikinsa"
855,3,"Ya duba jikin shi"
856,-1,"Ba riba"
858,0,"Kowa yayi fada da damisa to Ya dubi Jikinsa"
860,4,"Ya shirya"
862,-5,"Sa idunku ya janyo musu cin"
863,-5,"BA KARFI GA DAMISA BA AZABA!"
864,-1,"Ubansa zaici zallah ba mix. Damisar tab."
866,-1,"Allah sarki abokin babana Allah yaji kanka, Dr. Abdulhamid isa dutse, Allah yasa antafi a sa'a, in"
867,0,"Allah ya jikansa da Rahma yasa Aljannah makoma da iyayenmu"
868,0,"Allah ya jikan sa yayi masa rahama yasa Aljaanna makomar sa Amin"
869,2,"Allah ya tabbatar mana. Kuma yasa rabanmu ne"
871,-2,"Allah ya jikan sa da rahama yass aljannah makomar sa"
872,2,"Sai dai raina talaka dokar ku gaba daya kan talaka ta kare"
873,-1,"Allah Jikan shi da Rahama yasa Janatul Firdaus ne Makoman sa.."
875,2,"Allah ya tabbatar."
876,-2,"Ba amincewar ba tabbatarwar"
877,1,"Amma ina mamaki matuqa akan aikata laifin da matar nan tayi na kashe 'yayanta biyu , dubi da yadd"
879,-1,"Allah ya kara tona asirinsu"
880,0,"Ya Allah ka kare mu da aikin dana sani"
881,0,"Hakane yanadakyau munagoyan baya"
883,1,"Sulhu alkhairi ne."
884,1,"Sulhu alkhairi ne"
886,1,"Madalla. Sulhu khair..."
887,4,"Rashin nasara."
889,-1,"Tusa ta karewa bodari"
890,-1,"Tusa ta karewa bodari kenan"
891,2,"Allah yakara tsarkake zuciyoyinmu amin"
892,1,"Allah kayi mana maganinn wadanan musibu saboda annabi Muhammad"
894,3,"Allah ya sa mu dace"
895,3,"To inba siyasaba mecece tasashi yi?"
896,4,"Dattijo ka kyauta, Amma kuma abanza,domin ko kunyi sulhu dashi bazaka taba samun abinda kake so ag"
897,1,"Sulhu alheri ne, Allah ya sulhunta yasa kar ayi kitso da kwarkwata."
898,1,"Shekara biyar wannan gwamnatin tayi tana yimana karyar shinfida titin dogo watari da mambila"
899,-1,"Mugani akasa wai ana biki agidan su kare"
901,5,"To! mai yayi zafi haka, suda Buharin su ?????"
903,-2,"Hhhhhh, ba wannan maganar kai dan APC ne"
904,1,"To Allah ya kyauta"
905,9,"Ina bamu yarda ba mu"
906,0,"Ba zamuyi sulhu da maciya amana ba"
907,1,"Tini Ya kamata Gwamnati ta dauki mataki akan wannan kamfanin. sabida sauda yawa ka kan ga Wasu ko"
908,1,"Allah Ya Kawo mana lokacin da za'a Gama mana aikin Hanyar Abuja zuwa Kano. Wanda ke ta Hallaka Mutane da Dukiyarsa kullum."
909,-2,"Hahaha wato abunda ake bashi yayi masa kadan kenan"
910,1,"Sulhu alkhairi ne"
911,-1,"ankawo ko za a kawo?"
912,2,"Allah ya nunamana amin"
914,-1,"Anyi gaggawa wajen ansar yancin nan wlh"
915,1,"Sulhu Alkhairi ne Na goyi baya ayi"
916,-2,"Tab Lallai fa, Ashe aku me magana ce zaiyi shiri"
917,3,"Tab zamusha maganganu Keenan amma dai yakamata a ringa saka mana shirin ta shaping nan na Twitter"
919,-2,"Toh dama ai bema lefi ba kaikaima jam iyya lefi"
920,1,"Kace ka amince zaka Nemi gafara ba wai sulhu ba, mu bamu fada da kowa a siyasa."
921,0,"Sulhu alheri ne amma Baba wali ai kune kukeyin fada da kwankwaso"
922,3,"mu munsan qarya kuke kuna tsoron dodo. Aminu wali ka matsu kenan tukunnah dai yanxu ka fara gani"
923,-2,"Meye amfaninka a PDP baza ka iya kawo Tarauni ba.Sulhu alheri ne ko ba komai"
924,-4,"Ay ba dan P.D.P bane shi yanzu"
925,-2,"Kaji dashi"
928,1,"Hadin kanku shine xai baku damar kifar da gwamnatin APC a kakar xabe mai xuwa"
929,0,"Hausawa na cewa idan kaga kare yana shan shana takalmi to dauka xaiyi"
930,0,"Ka dade baka amince ba da wayake fada da kai? Ku da kuke yan cin amana inaga ma ai ba yan PDP bane ku."
932,-6,"Ra'ayin sa ya fada, Amma Babu wani kuskure a ciki"
935,0,"Haka dai koshi Mai ya tsinanawa talaka,"
937,0,"A kasa ko a Kano?"
938,0,"Sun gaji da karyar coronar kenan?"
939,-2,"Amma ba'a kawo qarshen saa babbar riga ba"
940,5,"A ina bawata primary da aka gyara"
942,-1,"Karya yake."
944,0,"Abunda ya iya kenan"
946,2,"Amman kuma ba'ayi maganin ta'addaci da cin hanci da rashawaba da tozarta kananan yan kasuwa"
947,-1,"A kara kokarin dai"
949,1,"Wannan shima yana daya daga cikin abubuwan da suka jefa matasanmu harkar shaye shaye"
950,0,"Dadin ta dai Allah baya Bacci"
952,1,"Ahaka dai zaa Gama mulkin"
953,-3,"Dama laifi tudune ai katake naka k hango n wane"
954,0,"Hmm Allah Ya Kyauta"
955,-6,"Gara wata firar bata MAIWA ba, Kura ce zatacewa kare maye."
956,0,"Hmm.... Kullum dai abu daya"
957,-1,"Bamu san Anayi ba"
958,2,"ALLAH ya tabbatar"
960,4,"Wai Dan Allah ina ake kai kudaden nan da ake cewa an fitar mudai ko alamun su bama gani Idan an"
963,3,"Muna Allah wadai da wannan shekarun marasa amfani ga talakan kasa"
965,9,"Muna godiya kwarai da gaske muna rokon Allah madaukakin sarki daya gyara Mana qasar mu Amin."
966,-1,"Allah ka kare kasata"
967,-4,"Bata kawai aka dena. Amma de Kam Sai addua. Mu Kam Allah ya kawo u wata iriyar kasa."
968,1,"To saura kano"
969,0,"To mai dan kasa ya amfana da cikar kasar shekara da samun yancin kai?"
970,0,"Yauwa barka dae Muna godiya"
971,5,"Assalamualaikum ya yan Najeriya mu na taya juna murna ne ko juyayi ??? Maganar gaskiya daga sheka"
973,2,"Zan so a fadamin yancin da ta samu"
974,1,"Ya kamata. Auren na gida."
975,-1,"Muna fatan haka ta faru a KANO"
977,1,"Tsumma makullin cuta"
978,-4,"Wannan faduwa jarrabawar WAEC da NECO da yaran mu suke bata ishe mu sai mun Kara nemo wata hanyar faduwar."
980,-1,"Allah yasa wan nan Al'amari Yatabbatar"
984,0,"Da kace saukin daga Allah ne ma da abin yafi dadin ji"
986,1,"To ina kakeso akaishi"
988,6,"Yanda zaka fara siyan Kaya online da lokutan da'akafi samun Kaya Mai sauki online da yanda in kasi"
989,-1,"Da ALLAH jacen kaba mutane wuri"
990,1,"Sakar-karun kwankwasawa, kasuwar ku ake so a bunkasa."
991,-3,"To ai dole su koreshi a wajen wasa ko win baiba bare Susa ran zaiyi musu wani abin arziki"
992,1,"Yadda zaka Mai da rubutun da kayi da hausa ya koma na turancI ko larabci, koda turanci akayi maka"
993,1,"Yadda zaka Mai da rubutun da kayi da hausa ya koma na turancI ko larabci, koda turanci akayi maka"
994,0,"Ko bakomai ana taimakawa talakawa"
995,-4,"Sakamakon haka gashi yanzu an dakatar da gwamnan iketti daga APC governors forum"
997,7,"To maganar gaskiya shine gwamnatin kano tayi kaurin suna wajan son kudi dan haka bazata iya barin"
998,-4,"Aikin banxa harara a duhu mu munsan karyace a naija"
999,-1,"Wannan maganar da sake. Wai ambawa mai kaza kan kaza. Adai bin ciki mai suka tattauna?"
1000,-8,"Yan wahala"
1002,-1,"Allah kadai ne gatan talakan Nigeria. Da Alama zargin bada tallafin rage radadi (Palliatives) k"
1003,1,"to Allah ya kyauta"
1004,3,"Muna goyan baya dari bisa dadi"
1005,11,"Gaskiyar lamari fara yajin aiki gobe da kungiyar kwadago zata fara ba hikima acikinsa bisa la akar"
1006,1,"Barai nawa bane kullum abin da gwamnati ta ke fade game da ma ai katan ta bashi ne suke gani ba"
1007,-3,"A yanzu."
1008,-1,"Hmm Wani mutum ya tambayeni ya Kasa (wato Najeriya)? Sai na ce masa Buhari ya gama Kwaba rabi (wato Arew"
1009,1,"Zuwa ena?"
